Quality,Country,Year,Cases
Super Premium,DF France,2012,25
Super Premium,DF France,2013,25
Super Premium,DF France,2014,15
Super Premium,DF France,2015,15
Super Premium,DF France,2016,15
Super Premium,DF Netherlands,1990,0
Super Premium,DF Netherlands,1991,0
Super Premium,DF Netherlands,1992,0
Super Premium,DF Netherlands,1993,0
Super Premium,DF Netherlands,1994,50
Super Premium,DF Netherlands,1995,25
Super Premium,DF Netherlands,1996,25
Super Premium,DF Netherlands,1997,25
Super Premium,DF Netherlands,1998,25
Super Premium,DF Netherlands,1999,10
Super Premium,DF Netherlands,2000,0
Super Premium,DF Netherlands,2001,0
Super Premium,DF Netherlands,2002,0
Super Premium,DF Netherlands,2003,0
Super Premium,DF Netherlands,2004,0
Super Premium,DF Netherlands,2005,0
Super Premium,DF Netherlands,2006,0
Super Premium,DF Netherlands,2007,0
Super Premium,DF Netherlands,2008,0
Super Premium,DF Netherlands,2009,25
Super Premium,DF Netherlands,2010,0
Super Premium,DF Netherlands,2011,35
Super Premium,DF Netherlands,2012,25
Super Premium,DF Netherlands,2013,15
Super Premium,DF Netherlands,2014,15
Super Premium,DF Netherlands,2015,15
Super Premium,DF Netherlands,2016,15
Super Premium,Finland,1990,0
Super Premium,Finland,1991,0
Super Premium,Finland,1992,0
Super Premium,Finland,1993,0
Super Premium,Finland,1994,0
Super Premium,Finland,1995,0
Super Premium,Finland,1996,0
Super Premium,Finland,1997,0
Super Premium,Finland,1998,0
Super Premium,Finland,1999,0
Super Premium,Finland,2000,0
Super Premium,Finland,2001,0
Super Premium,Finland,2002,0
Super Premium,Finland,2003,0
Super Premium,Finland,2004,0
Super Premium,Finland,2005,0
Super Premium,Finland,2006,0
Super Premium,Finland,2007,0
Super Premium,Finland,2008,0
Super Premium,Finland,2009,0
Super Premium,Finland,2010,0
Super Premium,Finland,2011,0
Super Premium,Finland,2012,0
Super Premium,Finland,2013,0
Super Premium,Finland,2014,0
Super Premium,Finland,2015,100
Super Premium,Finland,2016,0
Super Premium,Latvia,1990,0
Super Premium,Latvia,1991,0
Super Premium,Latvia,1992,0
Super Premium,Latvia,1993,0
Super Premium,Latvia,1994,0
Super Premium,Latvia,1995,0
Super Premium,Latvia,1996,0
Super Premium,Latvia,1997,0
Super Premium,Latvia,1998,0
Super Premium,Latvia,1999,0
Super Premium,Latvia,2000,0
Super Premium,Latvia,2001,0
Super Premium,Latvia,2002,0
Super Premium,Latvia,2003,0
Super Premium,Latvia,2004,0
Super Premium,Latvia,2005,0
Super Premium,Latvia,2006,0
Super Premium,Latvia,2007,0
Super Premium,Latvia,2008,0
Super Premium,Latvia,2009,0
Super Premium,Latvia,2010,0
Super Premium,Latvia,2011,0
Super Premium,Latvia,2012,0
Super Premium,Latvia,2013,10
Super Premium,Latvia,2014,10
Super Premium,Latvia,2015,0
Super Premium,Latvia,2016,0
Super Premium,Portugal,1990,0
Super Premium,Portugal,1991,0
Super Premium,Portugal,1992,0
Super Premium,Portugal,1993,0
Super Premium,Portugal,1994,0
Super Premium,Portugal,1995,0
Super Premium,Portugal,1996,0
Super Premium,Portugal,1997,0
Super Premium,Portugal,1998,0
Super Premium,Portugal,1999,0
Super Premium,Portugal,2000,0
Super Premium,Portugal,2001,0
Super Premium,Portugal,2002,0
Super Premium,Portugal,2003,0
Super Premium,Portugal,2004,0
Super Premium,Portugal,2005,30
Super Premium,Portugal,2006,0
Super Premium,Portugal,2007,0
Super Premium,Portugal,2008,0
Super Premium,Portugal,2009,50
Super Premium,Portugal,2010,100
Super Premium,Portugal,2011,50
Super Premium,Portugal,2012,0
Super Premium,Portugal,2013,0
Super Premium,Portugal,2014,50
Super Premium,Portugal,2015,0
Super Premium,Portugal,2016,0
Super Premium,DF Baltics - (All Countries),1990,0
Super Premium,DF Baltics - (All Countries),1991,0
Super Premium,DF Baltics - (All Countries),1992,0
Super Premium,DF Baltics - (All Countries),1993,0
Super Premium,DF Baltics - (All Countries),1994,0
Super Premium,DF Baltics - (All Countries),1995,0
Super Premium,DF Baltics - (All Countries),1996,0
Super Premium,DF Baltics - (All Countries),1997,0
Super Premium,DF Baltics - (All Countries),1998,0
Super Premium,DF Baltics - (All Countries),1999,0
Super Premium,DF Baltics - (All Countries),2000,0
Super Premium,DF Baltics - (All Countries),2001,35
Super Premium,DF Baltics - (All Countries),2002,10
Super Premium,DF Baltics - (All Countries),2003,25
Super Premium,DF Baltics - (All Countries),2004,5
Super Premium,DF Baltics - (All Countries),2005,5
Super Premium,DF Baltics - (All Countries),2006,10
Super Premium,DF Baltics - (All Countries),2007,10
Super Premium,DF Baltics - (All Countries),2008,10
Super Premium,DF Baltics - (All Countries),2009,0
Super Premium,DF Baltics - (All Countries),2010,0
Super Premium,DF Baltics - (All Countries),2011,0
Super Premium,DF Baltics - (All Countries),2012,0
Super Premium,DF Baltics - (All Countries),2013,0
Super Premium,DF Baltics - (All Countries),2014,0
Super Premium,DF Baltics - (All Countries),2015,0
Super Premium,DF Baltics - (All Countries),2016,0
Super Premium,DF Belgium/Luxembourg,1990,0
Super Premium,DF Belgium/Luxembourg,1991,0
Super Premium,DF Belgium/Luxembourg,1992,0
Super Premium,DF Belgium/Luxembourg,1993,0
Super Premium,DF Belgium/Luxembourg,1994,50
Super Premium,DF Belgium/Luxembourg,1995,50
Super Premium,DF Belgium/Luxembourg,1996,0
Super Premium,DF Belgium/Luxembourg,1997,25
Super Premium,DF Belgium/Luxembourg,1998,0
Super Premium,DF Belgium/Luxembourg,1999,0
Super Premium,DF Belgium/Luxembourg,2000,0
Super Premium,DF Belgium/Luxembourg,2001,0
Super Premium,DF Belgium/Luxembourg,2002,10
Super Premium,DF Belgium/Luxembourg,2003,0
Super Premium,DF Belgium/Luxembourg,2004,0
Super Premium,DF Belgium/Luxembourg,2005,0
Super Premium,DF Belgium/Luxembourg,2006,0
Super Premium,DF Belgium/Luxembourg,2007,0
Super Premium,DF Belgium/Luxembourg,2008,0
Super Premium,DF Belgium/Luxembourg,2009,0
Super Premium,DF Belgium/Luxembourg,2010,0
Super Premium,DF Belgium/Luxembourg,2011,0
Super Premium,DF Belgium/Luxembourg,2012,0
Super Premium,DF Belgium/Luxembourg,2013,0
Super Premium,DF Belgium/Luxembourg,2014,0
Super Premium,DF Belgium/Luxembourg,2015,0
Super Premium,DF Belgium/Luxembourg,2016,0
Super Premium,DF Czech Republic,1990,0
Super Premium,DF Czech Republic,1991,0
Super Premium,DF Czech Republic,1992,0
Super Premium,DF Czech Republic,1993,0
Super Premium,DF Czech Republic,1994,0
Super Premium,DF Czech Republic,1995,0
Super Premium,DF Czech Republic,1996,0
Super Premium,DF Czech Republic,1997,0
Super Premium,DF Czech Republic,1998,0
Super Premium,DF Czech Republic,1999,0
Super Premium,DF Czech Republic,2000,0
Super Premium,DF Czech Republic,2001,0
Super Premium,DF Czech Republic,2002,0
Super Premium,DF Czech Republic,2003,0
Super Premium,DF Czech Republic,2004,0
Super Premium,DF Czech Republic,2005,0
Super Premium,DF Czech Republic,2006,0
Super Premium,DF Czech Republic,2007,0
Super Premium,DF Czech Republic,2008,0
Super Premium,DF Czech Republic,2009,0
Super Premium,DF Czech Republic,2010,0
Super Premium,DF Czech Republic,2011,5
Super Premium,DF Czech Republic,2012,0
Super Premium,DF Czech Republic,2013,0
Super Premium,DF Czech Republic,2014,0
Super Premium,DF Czech Republic,2015,0
Super Premium,DF Czech Republic,2016,0
Super Premium,DF Germany,1990,0
Super Premium,DF Germany,1991,0
Super Premium,DF Germany,1992,0
Super Premium,DF Germany,1993,0
Super Premium,DF Germany,1994,50
Super Premium,DF Germany,1995,50
Super Premium,DF Germany,1996,0
Super Premium,DF Germany,1997,0
Super Premium,DF Germany,1998,0
Super Premium,DF Germany,1999,0
Super Premium,DF Germany,2000,0
Super Premium,DF Germany,2001,0
Super Premium,DF Germany,2002,0
Super Premium,DF Germany,2003,5
Super Premium,DF Germany,2004,10
Super Premium,DF Germany,2005,15
Super Premium,DF Germany,2006,10
Super Premium,DF Germany,2007,10
Super Premium,DF Germany,2008,10
Super Premium,DF Germany,2009,0
Super Premium,DF Germany,2010,0
Super Premium,DF Germany,2011,20
Super Premium,DF Germany,2012,0
Super Premium,DF Germany,2013,0
Super Premium,DF Germany,2014,0
Super Premium,DF Germany,2015,0
Super Premium,DF Germany,2016,0
Super Premium,DF Hong Kong,1990,0
Super Premium,DF Hong Kong,1991,0
Super Premium,DF Hong Kong,1992,0
Super Premium,DF Hong Kong,1993,0
Super Premium,DF Hong Kong,1994,0
Super Premium,DF Hong Kong,1995,100
Super Premium,DF Hong Kong,1996,50
Super Premium,DF Hong Kong,1997,25
Super Premium,DF Hong Kong,1998,25
Super Premium,DF Hong Kong,1999,25
Super Premium,DF Hong Kong,2000,0
Super Premium,DF Hong Kong,2001,0
Super Premium,DF Hong Kong,2002,0
Super Premium,DF Hong Kong,2003,0
Super Premium,DF Hong Kong,2004,0
Super Premium,DF Hong Kong,2005,0
Super Premium,DF Hong Kong,2006,0
Super Premium,DF Hong Kong,2007,0
Super Premium,DF Hong Kong,2008,0
Super Premium,DF Hong Kong,2009,0
Super Premium,DF Hong Kong,2010,0
Super Premium,DF Hong Kong,2011,0
Super Premium,DF Hong Kong,2012,0
Super Premium,DF Hong Kong,2013,0
Super Premium,DF Hong Kong,2014,0
Super Premium,DF Hong Kong,2015,0
Super Premium,DF Hong Kong,2016,0
Super Premium,DF Indian Sub-Continent,1990,0
Super Premium,DF Indian Sub-Continent,1991,0
Super Premium,DF Indian Sub-Continent,1992,0
Super Premium,DF Indian Sub-Continent,1993,0
Super Premium,DF Indian Sub-Continent,1994,0
Super Premium,DF Indian Sub-Continent,1995,0
Super Premium,DF Indian Sub-Continent,1996,0
Super Premium,DF Indian Sub-Continent,1997,0
Super Premium,DF Indian Sub-Continent,1998,0
Super Premium,DF Indian Sub-Continent,1999,0
Super Premium,DF Indian Sub-Continent,2000,0
Super Premium,DF Indian Sub-Continent,2001,0
Super Premium,DF Indian Sub-Continent,2002,0
Super Premium,DF Indian Sub-Continent,2003,0
Super Premium,DF Indian Sub-Continent,2004,0
Super Premium,DF Indian Sub-Continent,2005,0
Super Premium,DF Indian Sub-Continent,2006,0
Super Premium,DF Indian Sub-Continent,2007,0
Super Premium,DF Indian Sub-Continent,2008,0
Super Premium,DF Indian Sub-Continent,2009,0
Super Premium,DF Indian Sub-Continent,2010,0
Super Premium,DF Indian Sub-Continent,2011,0
Super Premium,DF Indian Sub-Continent,2012,20
Super Premium,DF Indian Sub-Continent,2013,0
Super Premium,DF Indian Sub-Continent,2014,0
Super Premium,DF Indian Sub-Continent,2015,0
Super Premium,DF Indian Sub-Continent,2016,0
Super Premium,DF Indonesia,1990,0
Super Premium,DF Indonesia,1991,0
Super Premium,DF Indonesia,1992,0
Super Premium,DF Indonesia,1993,0
Super Premium,DF Indonesia,1994,0
Super Premium,DF Indonesia,1995,0
Super Premium,DF Indonesia,1996,0
Super Premium,DF Indonesia,1997,0
Super Premium,DF Indonesia,1998,0
Super Premium,DF Indonesia,1999,0
Super Premium,DF Indonesia,2000,0
Super Premium,DF Indonesia,2001,5
Super Premium,DF Indonesia,2002,5
Super Premium,DF Indonesia,2003,0
Super Premium,DF Indonesia,2004,0
Super Premium,DF Indonesia,2005,0
Super Premium,DF Indonesia,2006,0
Super Premium,DF Indonesia,2007,0
Super Premium,DF Indonesia,2008,0
Super Premium,DF Indonesia,2009,0
Super Premium,DF Indonesia,2010,0
Super Premium,DF Indonesia,2011,0
Super Premium,DF Indonesia,2012,0
Super Premium,DF Indonesia,2013,0
Super Premium,DF Indonesia,2014,0
Super Premium,DF Indonesia,2015,0
Super Premium,DF Indonesia,2016,0
Super Premium,DF Israel,1990,0
Super Premium,DF Israel,1991,0
Super Premium,DF Israel,1992,0
Super Premium,DF Israel,1993,0
Super Premium,DF Israel,1994,0
Super Premium,DF Israel,1995,0
Super Premium,DF Israel,1996,0
Super Premium,DF Israel,1997,0
Super Premium,DF Israel,1998,0
Super Premium,DF Israel,1999,0
Super Premium,DF Israel,2000,0
Super Premium,DF Israel,2001,0
Super Premium,DF Israel,2002,10
Super Premium,DF Israel,2003,15
Super Premium,DF Israel,2004,15
Super Premium,DF Israel,2005,0
Super Premium,DF Israel,2006,0
Super Premium,DF Israel,2007,0
Super Premium,DF Israel,2008,0
Super Premium,DF Israel,2009,0
Super Premium,DF Israel,2010,0
Super Premium,DF Israel,2011,0
Super Premium,DF Israel,2012,0
Super Premium,DF Israel,2013,0
Super Premium,DF Israel,2014,0
Super Premium,DF Israel,2015,0
Super Premium,DF Israel,2016,0
Super Premium,DF Italy,1990,0
Super Premium,DF Italy,1991,0
Super Premium,DF Italy,1992,0
Super Premium,DF Italy,1993,0
Super Premium,DF Italy,1994,0
Super Premium,DF Italy,1995,50
Super Premium,DF Italy,1996,25
Super Premium,DF Italy,1997,20
Super Premium,DF Italy,1998,15
Super Premium,DF Italy,1999,10
Super Premium,DF Italy,2000,0
Super Premium,DF Italy,2001,0
Super Premium,DF Italy,2002,0
Super Premium,DF Italy,2003,0
Super Premium,DF Italy,2004,0
Super Premium,DF Italy,2005,0
Super Premium,DF Italy,2006,0
Super Premium,DF Italy,2007,0
Super Premium,DF Italy,2008,0
Super Premium,DF Italy,2009,0
Super Premium,DF Italy,2010,0
Super Premium,DF Italy,2011,10
Super Premium,DF Italy,2012,0
Super Premium,DF Italy,2013,0
Super Premium,DF Italy,2014,0
Super Premium,DF Italy,2015,0
Super Premium,DF Italy,2016,0
Super Premium,DF Poland,1990,0
Super Premium,DF Poland,1991,0
Super Premium,DF Poland,1992,0
Super Premium,DF Poland,1993,0
Super Premium,DF Poland,1994,0
Super Premium,DF Poland,1995,0
Super Premium,DF Poland,1996,0
Super Premium,DF Poland,1997,0
Super Premium,DF Poland,1998,0
Super Premium,DF Poland,1999,0
Super Premium,DF Poland,2000,0
Super Premium,DF Poland,2001,0
Super Premium,DF Poland,2002,0
Super Premium,DF Poland,2003,0
Super Premium,DF Poland,2004,0
Super Premium,DF Poland,2005,0
Super Premium,DF Poland,2006,0
Super Premium,DF Poland,2007,0
Super Premium,DF Poland,2008,0
Super Premium,DF Poland,2009,0
Super Premium,DF Poland,2010,0
Super Premium,DF Poland,2011,5
Super Premium,DF Poland,2012,0
Super Premium,DF Poland,2013,5
Super Premium,DF Poland,2014,0
Super Premium,DF Poland,2015,0
Super Premium,DF Poland,2016,0
Super Premium,DF Rest of Africa,1990,0
Super Premium,DF Rest of Africa,1991,0
Super Premium,DF Rest of Africa,1992,0
Super Premium,DF Rest of Africa,1993,0
Super Premium,DF Rest of Africa,1994,0
Super Premium,DF Rest of Africa,1995,0
Super Premium,DF Rest of Africa,1996,0
Super Premium,DF Rest of Africa,1997,0
Super Premium,DF Rest of Africa,1998,0
Super Premium,DF Rest of Africa,1999,0
Super Premium,DF Rest of Africa,2000,25
Super Premium,DF Rest of Africa,2001,25
Super Premium,DF Rest of Africa,2002,25
Super Premium,DF Rest of Africa,2003,25
Super Premium,DF Rest of Africa,2004,25
Super Premium,DF Rest of Africa,2005,0
Super Premium,DF Rest of Africa,2006,0
Super Premium,DF Rest of Africa,2007,0
Super Premium,DF Rest of Africa,2008,0
Super Premium,DF Rest of Africa,2009,0
Super Premium,DF Rest of Africa,2010,0
Super Premium,DF Rest of Africa,2011,0
Super Premium,DF Rest of Africa,2012,5
Super Premium,DF Rest of Africa,2013,0
Super Premium,DF Rest of Africa,2014,0
Super Premium,DF Rest of Africa,2015,0
Super Premium,DF Rest of Africa,2016,0
Super Premium,DF Rest of Australasia,1990,0
Super Premium,DF Rest of Australasia,1991,0
Super Premium,DF Rest of Australasia,1992,0
Super Premium,DF Rest of Australasia,1993,0
Super Premium,DF Rest of Australasia,1994,50
Super Premium,DF Rest of Australasia,1995,50
Super Premium,DF Rest of Australasia,1996,0
Super Premium,DF Rest of Australasia,1997,0
Super Premium,DF Rest of Australasia,1998,0
Super Premium,DF Rest of Australasia,1999,0
Super Premium,DF Rest of Australasia,2000,0
Super Premium,DF Rest of Australasia,2001,0
Super Premium,DF Rest of Australasia,2002,0
Super Premium,DF Rest of Australasia,2003,0
Super Premium,DF Rest of Australasia,2004,0
Super Premium,DF Rest of Australasia,2005,0
Super Premium,DF Rest of Australasia,2006,0
Super Premium,DF Rest of Australasia,2007,0
Super Premium,DF Rest of Australasia,2008,0
Super Premium,DF Rest of Australasia,2009,5
Super Premium,DF Rest of Australasia,2010,0
Super Premium,DF Rest of Australasia,2011,0
Super Premium,DF Rest of Australasia,2012,0
Super Premium,DF Rest of Australasia,2013,0
Super Premium,DF Rest of Australasia,2014,0
Super Premium,DF Rest of Australasia,2015,0
Super Premium,DF Rest of Australasia,2016,0
Super Premium,DF Rest of Central & Eastern Europe,1990,0
Super Premium,DF Rest of Central & Eastern Europe,1991,0
Super Premium,DF Rest of Central & Eastern Europe,1992,0
Super Premium,DF Rest of Central & Eastern Europe,1993,0
Super Premium,DF Rest of Central & Eastern Europe,1994,0
Super Premium,DF Rest of Central & Eastern Europe,1995,0
Super Premium,DF Rest of Central & Eastern Europe,1996,0
Super Premium,DF Rest of Central & Eastern Europe,1997,0
Super Premium,DF Rest of Central & Eastern Europe,1998,0
Super Premium,DF Rest of Central & Eastern Europe,1999,0
Super Premium,DF Rest of Central & Eastern Europe,2000,0
Super Premium,DF Rest of Central & Eastern Europe,2001,0
Super Premium,DF Rest of Central & Eastern Europe,2002,0
Super Premium,DF Rest of Central & Eastern Europe,2003,0
Super Premium,DF Rest of Central & Eastern Europe,2004,0
Super Premium,DF Rest of Central & Eastern Europe,2005,0
Super Premium,DF Rest of Central & Eastern Europe,2006,0
Super Premium,DF Rest of Central & Eastern Europe,2007,0
Super Premium,DF Rest of Central & Eastern Europe,2008,0
Super Premium,DF Rest of Central & Eastern Europe,2009,0
Super Premium,DF Rest of Central & Eastern Europe,2010,0
Super Premium,DF Rest of Central & Eastern Europe,2011,0
Super Premium,DF Rest of Central & Eastern Europe,2012,0
Super Premium,DF Rest of Central & Eastern Europe,2013,5
Super Premium,DF Rest of Central & Eastern Europe,2014,0
Super Premium,DF Rest of Central & Eastern Europe,2015,0
Super Premium,DF Rest of Central & Eastern Europe,2016,0
Super Premium,DF Rest of East Asia,1990,0
Super Premium,DF Rest of East Asia,1991,0
Super Premium,DF Rest of East Asia,1992,0
Super Premium,DF Rest of East Asia,1993,0
Super Premium,DF Rest of East Asia,1994,100
Super Premium,DF Rest of East Asia,1995,150
Super Premium,DF Rest of East Asia,1996,100
Super Premium,DF Rest of East Asia,1997,50
Super Premium,DF Rest of East Asia,1998,0
Super Premium,DF Rest of East Asia,1999,0
Super Premium,DF Rest of East Asia,2000,0
Super Premium,DF Rest of East Asia,2001,0
Super Premium,DF Rest of East Asia,2002,0
Super Premium,DF Rest of East Asia,2003,0
Super Premium,DF Rest of East Asia,2004,0
Super Premium,DF Rest of East Asia,2005,0
Super Premium,DF Rest of East Asia,2006,0
Super Premium,DF Rest of East Asia,2007,0
Super Premium,DF Rest of East Asia,2008,0
Super Premium,DF Rest of East Asia,2009,0
Super Premium,DF Rest of East Asia,2010,0
Super Premium,DF Rest of East Asia,2011,0
Super Premium,DF Rest of East Asia,2012,0
Super Premium,DF Rest of East Asia,2013,0
Super Premium,DF Rest of East Asia,2014,0
Super Premium,DF Rest of East Asia,2015,0
Super Premium,DF Rest of East Asia,2016,0
Super Premium,DF Rest of Latin America,1990,0
Super Premium,DF Rest of Latin America,1991,0
Super Premium,DF Rest of Latin America,1992,0
Super Premium,DF Rest of Latin America,1993,0
Super Premium,DF Rest of Latin America,1994,0
Super Premium,DF Rest of Latin America,1995,50
Super Premium,DF Rest of Latin America,1996,25
Super Premium,DF Rest of Latin America,1997,25
Super Premium,DF Rest of Latin America,1998,25
Super Premium,DF Rest of Latin America,1999,25
Super Premium,DF Rest of Latin America,2000,25
Super Premium,DF Rest of Latin America,2001,15
Super Premium,DF Rest of Latin America,2002,10
Super Premium,DF Rest of Latin America,2003,5
Super Premium,DF Rest of Latin America,2004,0
Super Premium,DF Rest of Latin America,2005,0
Super Premium,DF Rest of Latin America,2006,0
Super Premium,DF Rest of Latin America,2007,0
Super Premium,DF Rest of Latin America,2008,0
Super Premium,DF Rest of Latin America,2009,0
Super Premium,DF Rest of Latin America,2010,0
Super Premium,DF Rest of Latin America,2011,0
Super Premium,DF Rest of Latin America,2012,0
Super Premium,DF Rest of Latin America,2013,0
Super Premium,DF Rest of Latin America,2014,0
Super Premium,DF Rest of Latin America,2015,0
Super Premium,DF Rest of Latin America,2016,0
Super Premium,DF Rest of Southern Europe,1990,0
Super Premium,DF Rest of Southern Europe,1991,0
Super Premium,DF Rest of Southern Europe,1992,0
Super Premium,DF Rest of Southern Europe,1993,0
Super Premium,DF Rest of Southern Europe,1994,50
Super Premium,DF Rest of Southern Europe,1995,50
Super Premium,DF Rest of Southern Europe,1996,50
Super Premium,DF Rest of Southern Europe,1997,50
Super Premium,DF Rest of Southern Europe,1998,50
Super Premium,DF Rest of Southern Europe,1999,25
Super Premium,DF Rest of Southern Europe,2000,0
Super Premium,DF Rest of Southern Europe,2001,0
Super Premium,DF Rest of Southern Europe,2002,0
Super Premium,DF Rest of Southern Europe,2003,0
Super Premium,DF Rest of Southern Europe,2004,0
Super Premium,DF Rest of Southern Europe,2005,0
Super Premium,DF Rest of Southern Europe,2006,0
Super Premium,DF Rest of Southern Europe,2007,0
Super Premium,DF Rest of Southern Europe,2008,0
Super Premium,DF Rest of Southern Europe,2009,0
Super Premium,DF Rest of Southern Europe,2010,0
Super Premium,DF Rest of Southern Europe,2011,0
Super Premium,DF Rest of Southern Europe,2012,0
Super Premium,DF Rest of Southern Europe,2013,0
Super Premium,DF Rest of Southern Europe,2014,0
Super Premium,DF Rest of Southern Europe,2015,0
Super Premium,DF Rest of Southern Europe,2016,0
Super Premium,DF Rest of World,1990,0
Super Premium,DF Rest of World,1991,0
Super Premium,DF Rest of World,1992,0
Super Premium,DF Rest of World,1993,0
Super Premium,DF Rest of World,1994,50
Super Premium,DF Rest of World,1995,50
Super Premium,DF Rest of World,1996,50
Super Premium,DF Rest of World,1997,50
Super Premium,DF Rest of World,1998,50
Super Premium,DF Rest of World,1999,25
Super Premium,DF Rest of World,2000,0
Super Premium,DF Rest of World,2001,0
Super Premium,DF Rest of World,2002,0
Super Premium,DF Rest of World,2003,0
Super Premium,DF Rest of World,2004,0
Super Premium,DF Rest of World,2005,0
Super Premium,DF Rest of World,2006,0
Super Premium,DF Rest of World,2007,0
Super Premium,DF Rest of World,2008,0
Super Premium,DF Rest of World,2009,0
Super Premium,DF Rest of World,2010,0
Super Premium,DF Rest of World,2011,0
Super Premium,DF Rest of World,2012,0
Super Premium,DF Rest of World,2013,0
Super Premium,DF Rest of World,2014,0
Super Premium,DF Rest of World,2015,0
Super Premium,DF Rest of World,2016,0
Super Premium,DF Russia,1990,0
Super Premium,DF Russia,1991,0
Super Premium,DF Russia,1992,0
Super Premium,DF Russia,1993,0
Super Premium,DF Russia,1994,0
Super Premium,DF Russia,1995,0
Super Premium,DF Russia,1996,0
Super Premium,DF Russia,1997,0
Super Premium,DF Russia,1998,0
Super Premium,DF Russia,1999,0
Super Premium,DF Russia,2000,0
Super Premium,DF Russia,2001,25
Super Premium,DF Russia,2002,20
Super Premium,DF Russia,2003,0
Super Premium,DF Russia,2004,0
Super Premium,DF Russia,2005,0
Super Premium,DF Russia,2006,0
Super Premium,DF Russia,2007,0
Super Premium,DF Russia,2008,0
Super Premium,DF Russia,2009,0
Super Premium,DF Russia,2010,0
Super Premium,DF Russia,2011,60
Super Premium,DF Russia,2012,100
Super Premium,DF Russia,2013,100
Super Premium,DF Russia,2014,100
Super Premium,DF Russia,2015,0
Super Premium,DF Russia,2016,0
Super Premium,DF Singapore,1990,0
Super Premium,DF Singapore,1991,0
Super Premium,DF Singapore,1992,0
Super Premium,DF Singapore,1993,0
Super Premium,DF Singapore,1994,50
Super Premium,DF Singapore,1995,100
Super Premium,DF Singapore,1996,100
Super Premium,DF Singapore,1997,75
Super Premium,DF Singapore,1998,25
Super Premium,DF Singapore,1999,25
Super Premium,DF Singapore,2000,30
Super Premium,DF Singapore,2001,20
Super Premium,DF Singapore,2002,15
Super Premium,DF Singapore,2003,15
Super Premium,DF Singapore,2004,0
Super Premium,DF Singapore,2005,5
Super Premium,DF Singapore,2006,0
Super Premium,DF Singapore,2007,0
Super Premium,DF Singapore,2008,0
Super Premium,DF Singapore,2009,0
Super Premium,DF Singapore,2010,0
Super Premium,DF Singapore,2011,0
Super Premium,DF Singapore,2012,0
Super Premium,DF Singapore,2013,0
Super Premium,DF Singapore,2014,0
Super Premium,DF Singapore,2015,0
Super Premium,DF Singapore,2016,0
Super Premium,DF South Korea,1990,0
Super Premium,DF South Korea,1991,0
Super Premium,DF South Korea,1992,0
Super Premium,DF South Korea,1993,0
Super Premium,DF South Korea,1994,0
Super Premium,DF South Korea,1995,250
Super Premium,DF South Korea,1996,225
Super Premium,DF South Korea,1997,125
Super Premium,DF South Korea,1998,0
Super Premium,DF South Korea,1999,180
Super Premium,DF South Korea,2000,200
Super Premium,DF South Korea,2001,75
Super Premium,DF South Korea,2002,75
Super Premium,DF South Korea,2003,100
Super Premium,DF South Korea,2004,25
Super Premium,DF South Korea,2005,25
Super Premium,DF South Korea,2006,25
Super Premium,DF South Korea,2007,0
Super Premium,DF South Korea,2008,0
Super Premium,DF South Korea,2009,0
Super Premium,DF South Korea,2010,0
Super Premium,DF South Korea,2011,0
Super Premium,DF South Korea,2012,0
Super Premium,DF South Korea,2013,0
Super Premium,DF South Korea,2014,0
Super Premium,DF South Korea,2015,0
Super Premium,DF South Korea,2016,0
Super Premium,DF Switzerland,1990,0
Super Premium,DF Switzerland,1991,0
Super Premium,DF Switzerland,1992,0
Super Premium,DF Switzerland,1993,0
Super Premium,DF Switzerland,1994,0
Super Premium,DF Switzerland,1995,0
Super Premium,DF Switzerland,1996,0
Super Premium,DF Switzerland,1997,0
Super Premium,DF Switzerland,1998,0
Super Premium,DF Switzerland,1999,0
Super Premium,DF Switzerland,2000,0
Super Premium,DF Switzerland,2001,5
Super Premium,DF Switzerland,2002,10
Super Premium,DF Switzerland,2003,5
Super Premium,DF Switzerland,2004,10
Super Premium,DF Switzerland,2005,10
Super Premium,DF Switzerland,2006,0
Super Premium,DF Switzerland,2007,0
Super Premium,DF Switzerland,2008,0
Super Premium,DF Switzerland,2009,0
Super Premium,DF Switzerland,2010,0
Super Premium,DF Switzerland,2011,0
Super Premium,DF Switzerland,2012,0
Super Premium,DF Switzerland,2013,10
Super Premium,DF Switzerland,2014,10
Super Premium,DF Switzerland,2015,0
Super Premium,DF Switzerland,2016,0
Super Premium,DF Turkey,1990,0
Super Premium,DF Turkey,1991,0
Super Premium,DF Turkey,1992,0
Super Premium,DF Turkey,1993,0
Super Premium,DF Turkey,1994,0
Super Premium,DF Turkey,1995,0
Super Premium,DF Turkey,1996,0
Super Premium,DF Turkey,1997,0
Super Premium,DF Turkey,1998,0
Super Premium,DF Turkey,1999,0
Super Premium,DF Turkey,2000,0
Super Premium,DF Turkey,2001,0
Super Premium,DF Turkey,2002,0
Super Premium,DF Turkey,2003,0
Super Premium,DF Turkey,2004,0
Super Premium,DF Turkey,2005,0
Super Premium,DF Turkey,2006,0
Super Premium,DF Turkey,2007,0
Super Premium,DF Turkey,2008,0
Super Premium,DF Turkey,2009,0
Super Premium,DF Turkey,2010,0
Super Premium,DF Turkey,2011,5
Super Premium,DF Turkey,2012,15
Super Premium,DF Turkey,2013,10
Super Premium,DF Turkey,2014,10
Super Premium,DF Turkey,2015,0
Super Premium,DF Turkey,2016,0
Super Premium,DF US Pacific,1990,0
